buildingID,buildingName,country,locationID,locationName,postalCode,street,longitude,latitude,geoLink,portalLink
SDQ20,Thrive Office,DOMINICAN REPUBLIC,SDQ,Santo Domingo,,95 Winston Churchill Avenue,-69.941118,18.472499,,
UIO20,Ziza Building,ECUADOR,UIO,Quito,170135,Av. 6 de Diciembre y Av,-78.479231,-0.186475,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=-0.186475 -78.479231&z=16&iwloc=A,
GUA20,Edificio Corporativo Platina,GUATEMALA,GUA,Guatemala City,,5 Avenida 16-62 zona 10,-90.512915,14.594676,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=14.594676 -90.512915&z=16&iwloc=A,
TGU20,Honduras Business Center,HONDURAS,TGU,Tegucigalpa,11101,Blvrd  Francisco Morazán,-87.187019,14.10186,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=14.101860 -87.187019&z=16&iwloc=A,
MEX01,Prol Paseo de la Reforma No# 600,MEXICO,MEX,Mexico City,1210,Prol Paseo de la Reforma No 600,-99.257345,19.375869,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=19.375869 -99.257345&z=16&iwloc=A,https://portal.wdf.sap.corp/irj/portal?NavigationTarget=navurl://f47d71382cd493296e2d34eb3178652c
MTY03,Parque Corporativo Equus,MEXICO,MTY,Monterrey,66265,Ave. Ricardo Margain 444 sur,-100.353836,25.646809,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=25.646809 -100.353836&z=16&iwloc=A,https://portal.wdf.sap.corp/irj/portal?NavigationTarget=navurl://aec67fe532a9c3dbf3fcd722fdd5ad77
MTY21,IZA Alestra,MEXICO,MTY,Monterrey,66260,Ave. Lazaro Cardenas # 2321 Pte.,-100.3347183,25.65178333,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=25.65178333 -100.33471833&z=16&iwloc=A,
PTY21,Regus Panama,PANAMA,PTY,Panama City,,Boulevard Costa del Este,-79.476717,9.01526,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=9.01526 -79.476717&z=16&iwloc=A,
LIM02,Capital Golf - Santiago de Surco,PERU,LIM,Lima,33,Av Circunvalacion Club Golf Los Incas No,-76.968081,-12.082559,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=-12.082559 -76.968081&z=16&iwloc=A,https://go.sap.corp/LIM02
LIM70,San Isidro District (Ariba),PERU,LIM,Lima,27,Ave. Pardo y Aliaga 699 Piso 4,-77.039107,-12.106585,"https://www.google.de/maps/place/Av.+Pardo+y+Aliaga+699,+San+Isidro+Lima+27,+Peru/@-12.1065963,-77.0394892,19.51z/data=!",https://go.sap.corp/nwe
PRI01,Citi View Plaza,PUERTO RICO,PRI,San Juan,968,48 Road 165 Guaynabo,-66.109178,18.417038,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=18.417038 -66.109178&z=16&iwloc=A,https://portal.wdf.sap.corp/irj/portal?NavigationTarget=navurl://475a4211eafdf9d41581c2f25f7fd8b9
APH71,8000 Avalon Boulevard (Ariba),UNITED STATES,APH,Alpharetta,30009,8000 Avalon Boulevard,"-842,764,762","340,707,949",http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=34.0707949 -84.2764762&z=16&iwloc=A,https://go.sap.corp/APH71
ATL02,One Alliance Center,UNITED STATES,ATL,Atlanta,30326,3500 Lenox Road,-84.366297,33.852063,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=33.852063 -84.366297&z=16&iwloc=A,https://go.sap.corp/ATL02
ATL80,41 Perimeter Center East (CallidusCloud),UNITED STATES,ATL,Atlanta,30346,41 Perimeter Center East,-84.331143,33.924451,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=33.924451 -84.331143&z=16&iwloc=A,
AUS03,100 Congress - Suite 2000,UNITED STATES,AUS,Austin,78701,100 Congress - Suite 2000,-97.744738,30.26398,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=30.26398 -97.744738&z=16&iwloc=A,
BEL85,601 108th Ave NE (Concur),UNITED STATES,BEL,Bellevue,98004,"601 108th Avenue, N.E.",-122.19687,47.616,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=47.61600 -122.19687&z=16&iwloc=A,https://go.sap.corp/pkv
BHM81,One Perimeter Park Sout (CallidusCloud),UNITED STATES,BHM,Birmingham,35243,One Perimeter Park South,-86.72388,33.437573,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=33.437573 -86.723880&z=16&iwloc=A,https://go.sap.corp/BHM81
BNT01,609 SW 8th Street,UNITED STATES,BNT,Bentonville,72712,609 SW 8th Street,-94.215958,36.362967,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=36.362967 -94.215958&z=16&iwloc=A,https://go.sap.corp/nwh
BOF75,Boulder (Hybris),UNITED STATES,BOF,Boulder,80301,3005 Center Green Dr. Boulder,-105.247387,40.02961,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=40.029610 -105.247387&z=16&iwloc=A,https://go.sap.corp/nwj
BOI80,2950 Magic View Dr. (CallidusCloud),UNITED STATES,BOI,Boise,83642,2950 Magic View Dr.,-116.358342,43.600332,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=43.600332 -116.358342&z=16&iwloc=A,https://go.sap.corp/BOI80
BOS04,53 State Street,UNITED STATES,BOS,Boston,2109,53 State Street,-71.056178,42.358439,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=42.358439 -71.056178&z=16&iwloc=A,https://go.sap.corp/BOS04
BOS45, 77  Sleeper St. (Qualtrics),UNITED STATES,BOS,Boston,2210,77 Sleeper St.,-71.047319,42.353367,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=42.353367 -71.047319&z=16&iwloc=A,
BOS46,275 Grove Street (Qualtrics),UNITED STATES,BOS,Boston,2466,275 Grove Street,-71.25245,42.338873,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=42.338873 -71.25245&z=16&iwloc=A,
BOS50,Burlington Office Park II (Sybase),UNITED STATES,BOS,Boston,1803,15 Wayside Road,-71.191726,42.484336,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=42.484336 -71.191726&z=16&iwloc=A,https://go.sap.corp/nwi
CHI03,Downers Grove,UNITED STATES,CHI,Chicago,60515,3010 Highland Parkway,-88.008562,41.831887,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=41.831887 -88.008562&z=16&iwloc=A,https://portal.wdf.sap.corp/irj/portal?NavigationTarget=navurl://e6d8e0ad719d4b86c7ffaab14c51fa03
CHI65,"200 East 5th Ave, (Fieldglass)",UNITED STATES,CHI,Chicago,60563,200 East 5th Ave.,-88.143288,41.780395,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=41.780395 -88.143288&z=16&iwloc=A,https://go.sap.corp/CHI65Fieldglas
CHI66,111 North Canal Street (Fieldglass),UNITED STATES,CHI,Chicago,60606,111 North Canal Street,-87.63931,41.883788,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=41.883788 -87.639310&z=16&iwloc=A,https://go.sap.corp/CHI66-Fieldglas
CIN01,1600 Scripps Center,UNITED STATES,CIN,Cincinnati,45202,312 Walnut Street,-84.510366,39.099296,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=39.099296 -84.510366&z=16&iwloc=A,https://portal.wdf.sap.corp/irj/portal?NavigationTarget=navurl://449f64c81c6b52bc4e098522533ccee6
CLD21,Cardiff-by-the Sea (Roambi),UNITED STATES,CLD,Carlsbad,92007,131 Aberdeen Dr.,-117.2812029,33.0203301,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=33.0203301 -117.2812029&z=16&iwloc=A,https://go.sap.corp/CLD21
COS01,3233 Janitell Road,UNITED STATES,COS,Colorado Springs,80906,3233 Janitell Road,-104.786923,38.783655,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=38.783655 -104.786923&z=16&iwloc=A,
COS02,2345 Windswept View,UNITED STATES,COS,Colorado Springs,80921,2345 Windswept View,-104.7872222,38.9883333,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=38.9883333 -104.787222222&z=16&iwloc=A,
DAL02,Legacy West,UNITED STATES,DAL,Dallas,75024,"7500 Windrose Avenue, Suite 250",-96.82609,33.080046,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=33.080046 -96.82609&z=16&iwloc=A,https://go.sap.corp/DAL02
DAL45,5830  Granite Parkway  (Qualtrics),UNITED STATES,DAL,Dallas,75024,5830  Granite Parkway,-96.821118,33.087593,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=33.087593 -96.821118&z=16&iwloc=A,
DAL46,The Tennyson South Building (Qualtrics),UNITED STATES,DAL,Dallas,75024,6105 Tennyson Parkway-South Building,-96.829964,33.07291,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=33.072910 -96.829964&z=16&iwloc=A,
DAL85,Allen (Concur),UNITED STATES,DAL,Dallas,75013,700 Central Expressway South,-96.68177,33.09368,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=33.09368 -96.68177&z=16&iwloc=A,https://go.sap.corp/dal85
DEN45,3001 Brighton Blvd (Qualtrics),UNITED STATES,DEN,Denver,80216,3001 Brighton Blvd,-104.986096,39.765616,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=39.765616 -104.986096&z=16&iwloc=A,
DUN80,4140 Dublin Blvd. (CallidusCloud),UNITED STATES,DUN,"Dublin, US",94568,4140 Dublin Blvd.,-121.87449,37.703049,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=37.703049 -121.87449&z=16&iwloc=A,
HOU03,Westheimer Road,UNITED STATES,HOU,Houston,77098,2601 Westheimer Road,-95.419418,29.741928,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=29.741928 -95.419418&z=16&iwloc=A,https://go.sap.corp/HOU03-1
IAD01,2000 Edmund Halley Drive,UNITED STATES,IAD,Reston,20191,2000 Edmund Halley Drive,-77.362805,38.951991,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=38.951991 -77.362805&z=16&iwloc=A,https://go.sap.corp/mtu
LSE04,Riverside Center II,UNITED STATES,LSE,La Crosse,54601,332 S. Front Street,-91.257267,43.810655,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=43.810655 -91.257267&z=16&iwloc=A,https://portal.wdf.sap.corp/irj/portal?NavigationTarget=navurl://10a614518d85b96c8f96f999eea106f6
MCO01,400 International Parkway,UNITED STATES,MCO,Lake Mary,32746,400 International Parkway,-81.362573,28.765399,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=28.765399 -81.362573&z=16&iwloc=A,https://portal.wdf.sap.corp/irj/portal?NavigationTarget=navurl://bf9925926656159ccd91ceb76e3c435e
MIA01,5301 Waterford at Blue Lagoon,UNITED STATES,MIA,Miami,33126,5301 Waterford at Blue Lagoon,-80.282164,25.782445,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=25.782445 -80.282164&z=16&iwloc=A,https://portal.wdf.sap.corp/irj/portal?NavigationTarget=navurl://6f126ffdb53ae35bc711ed4ef7a507e3
MIA02,801 Brickell Avenue (CoreSystems),UNITED STATES,MIA,Miami,33131,"801 Brickell Avenue, Suite 1400",-80.19038,25.7657,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=25.7657 -80.19038&z=16&iwloc=A,
MIN85,1550 Utica Avenue South (Concur),UNITED STATES,MIN,Minneapolis,55416,1550 Utica Avenue South,-93.345684,44.967114,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=44.967114 -93.345684&z=16&iwloc=A,https://go.sap.corp/pk7
MIN86,10700 Prairie Lakes Drive (Concur),UNITED STATES,MIN,Minneapolis,55344,10700 Prairie Lakes Drive,-93.41226,44.85153,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=44.85153 -93.41226&z=16&iwloc=A,https://go.sap.corp/pky
NPB01,The Waterfront,UNITED STATES,NPB,Newport Beach,92663,3366 Via Lido,-117.927692,33.6177457,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=33.6177457 -117.927692&z=,https://go.sap.corp/NPB01
NPB02,Offices at Lido Village,UNITED STATES,NPB,Newport Beach,92663,3700 Newport Boulevard,-117.929527,33.619753,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=33.619753 -117.929527&z=,
NSQ01,SAP Americas HQ Building,UNITED STATES,NSQ,Newtown Square,19073,3999 West Chester Pike,-75.415843,39.987566,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=39.987566 -75.415843&z=16&iwloc=A,https://portal.wdf.sap.corp/irj/portal?NavigationTarget=navurl://867919ad2777232b5af9556d02c795c5
NSQ02,3999 West Chester Pike,UNITED STATES,NSQ,Newtown Square,19073,3999 West Chester Pike,-75.416029,39.988344,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=39.988344 -75.416029&z=16&iwloc=A,https://portal.wdf.sap.corp/irj/portal?NavigationTarget=navurl://d239312785f77b255cdcb21188b2067a
NSQ04,SAP Cottages,UNITED STATES,NSQ,Newtown Square,19073,3801 West Chester Pike,-75.408329,39.989307,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=39.989307 -75.408329&z=16&iwloc=A,https://go.sap.corp/NSQ04
NYC02,10 Hudson Yards,UNITED STATES,NYC,New York,10001,10 Hudson Yards,-74.00102,40.752712,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=40.752712 -74.001020&z=16&iwloc=A,https://go.sap.corp/p4x
PAL01,Bldg 1,UNITED STATES,PAL,Palo Alto,94304,3410 Hillview Ave,-122.146519,37.398834,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=37.398834 -122.146519&z=16&iwloc=A,https://portal.wdf.sap.corp/irj/portal?NavigationTarget=navurl://96c2baa8a8a59b236218a7c29e966f25
PAL02,Bldg 2,UNITED STATES,PAL,Palo Alto,94304,3412 Hillview Ave,-122.145078,37.398064,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=37.398064 -122.145078&z=16&iwloc=A,https://portal.wdf.sap.corp/irj/portal?NavigationTarget=navurl://87cdc0a284f39cdde2b99ab8f1dc10be
PAL03,Bldg 3,UNITED STATES,PAL,Palo Alto,94304,3420 Hillview Avenue,-122.144867,37.397073,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=37.397073 -122.144867&z=16&iwloc=A,https://portal.wdf.sap.corp/irj/portal?NavigationTarget=navurl://e5d82b7fd7ea738a2786cf1af1b9b1cf
PAL04,Bldg 4,UNITED STATES,PAL,Palo Alto,94304,3450 Hillview Avenue,-122.144699,37.395641,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=37.395641 -122.144699&z=16&iwloc=A,https://go.sap.corp/nwq
PAL05,Bldg 5,UNITED STATES,PAL,Palo Alto,94304,3408 Hillview Ave.,-122.145851,37.399898,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=37.399898 -122.145851&z=16&iwloc=A,https://portal.wdf.sap.corp/irj/portal?NavigationTarget=navurl://155e3b142a0143597e5b60d4c8e56037
PAL07,Bldg 7,UNITED STATES,PAL,Palo Alto,94304,3475 Deer Creek Road,-122.148748,37.39562,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=37.395620 -122.148748&z=16&iwloc=A,https://portal.wdf.sap.corp/irj/portal?NavigationTarget=navurl://be63573a09ccd1cdbc931d4430037860
PAL08,Bldg 8,UNITED STATES,PAL,Palo Alto,94304,3475 Deer Creek Road,-122.148018,37.39564,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=37.395640 -122.148018&z=16&iwloc=A,https://portal.wdf.sap.corp/irj/portal?NavigationTarget=navurl://7cc0b9a27e9ee969085f20a2495a3517
PAL09,Bldg 9,UNITED STATES,PAL,Palo Alto,94304,3475 Deer Creek Road,-122.147737,37.395466,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=37.395466 -122.147737&z=16&iwloc=A,https://portal.wdf.sap.corp/irj/portal?NavigationTarget=navurl://f2ec7ffe5947d99bc322a4b739f5fed0
PAL21,"Palo Alto ""Cafe Hana-Haus""",UNITED STATES,PAL,Palo Alto,94301,456 University Avenue,-122.159633,37.447702,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=37.447702 -122.159633&z=16&iwloc=A,
PDX20,5 Centerpointe Drive,UNITED STATES,PDX,Portland,97035,5 Centerpointe Drive,-122.74091,45.422163,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=45.422163 -122.740910&z=16&iwloc=A,https://go.sap.corp/PDX20
PIT71,North Shore (Ariba),UNITED STATES,PIT,Pittsburgh,15212,271 North Shore Dr.,-80.013221,40.44568,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=40.445680 -80.013221&z=16&iwloc=A,https://go.sap.corp/PIT71
PLC01,607 S. Alexander St.,UNITED STATES,PLC,Plant City,33563,607 S. Alexander St.,-82.13829,28.008985,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=28.008985 -82.138290&z=16&iwloc=A,
PVU45,191 W River Park Dr. (Qualtrics),UNITED STATES,PVU,Provo,84604,191 W River Park Dr.,-111.660583,40.302729,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=40.302729 -111.660583&z=16&iwloc=A,
PVU46,333 West River Park Drive (Qualtrics),UNITED STATES,PVU,Provo,84604,333 West River Park Drive,-111.663586,40.30325,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=40.303250 -111.663586&z=16&iwloc=A,
RBK85,Red Bank (Concur),UNITED STATES,RBK,Red Bank,7701,125 Half Mile RD Red Bank,-74.09398,40.33952,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=40.33952 -74.09398&z=16&iwloc=A,
RDU45,We Work - 1 Glenwood Ave (Qualtrics),UNITED STATES,RDU,Raleigh,27603,1 Glenwood Ave,-78.647792,35.780365,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=35.780365 -78.647792&z=16&iwloc=A,
SEA45,505 First Ave South (Qualtrics),UNITED STATES,SEA,Seattle,98104,505 First Ave South,-122.334673,47.597612,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=47.597612 -122.334673&z=16&iwloc=A,
SEA46,83 South King Street (Qualtrics),UNITED STATES,SEA,Seattle,98104,83 South King Street,-122.334944,47.598227,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=47.598227 -122.334944&z=16&iwloc=A,
SFO05,334 Brannan Street,UNITED STATES,SFO,San Francisco,94107,334 Brannan Street,-122.393015,37.781415,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=37.781415 -122.393015&z=16&iwloc=A,
SFO45,"Regus, 3 East Third Ave. (Qualtrics)",UNITED STATES,SFO,San Francisco,94401,3 East Third Ave,-122.326034,37.563452,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=37.563452 -122.326034&z=16&iwloc=A,
SFO60,Genesis Towers (Success Factors),UNITED STATES,SFO,San Francisco,94080,"One Tower Place, Suite 1100",-122.398047,37.666397,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=37.666397 -122.398047&z=16&iwloc=A,https://go.sap.corp/tp5
SFO85,888 Brannan Street (Concur),UNITED STATES,SFO,San Francisco,94103,888 Brannan Street,-122.405293,37.771739,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=37.771739 -122.405293&z=16&iwloc=A,https://go.sap.corp/pka
SRM01,Bishop Ranch-2700 Camino Ramon,UNITED STATES,SRM,San Ramon,94583,2700 Camino Ramon,-121.957266,37.762756,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=37.762756 -121.957266&z=16&iwloc=A,https://go.sap.corp/SRM01
STL03,7733 Forsyth Blvd Clayton,UNITED STATES,STL,St Louis,63105,7733 Forsyth Blvd. Clayton,-90.335207,38.650461,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=38.650461 -90.335207&z=16&iwloc=A,https://go.sap.corp/STL03
TEM01,Papago Park Center,UNITED STATES,TEM,Tempe,85281,"1101 W. Washington Street, Suite 401",-111.9557541,33.4418192,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=33.4418192 -111.9557541&z=16&iwloc=A,https://go.sap.corp/TEM01
VAC80,13115 NE 4th Street (CallidusCloud),UNITED STATES,VAC,Vancouver,11111,13115 NE 4th Street,-122.53961,45.622771,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=45.622771 -122.53961&z=16&iwloc=A,
VIA85,1919 Gallows Road (Concur),UNITED STATES,VIA,"Vienna, US",22182,1919 Gallows Road,-77.22655,38.913,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=38.91300 -77.22655&z=16&iwloc=A,https://go.sap.corp/pku
WDC02,Executive Tower,UNITED STATES,WDC,Washington D.C.,20005,"1399 New York Ave, NW, Suite 800",-77.0315555,38.8998638,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=38.8998638 -77.0315555&z=16&iwloc=A,https://go.sap.corp/WDC02
CCS01,Av. Principle de la Castellana,VENEZUELA,CCS,Caracas,1060,Av Principle de la Castellana,-66.852064,10.498857,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=10.498857 -66.852064&z=16&iwloc=A,https://portal.wdf.sap.corp/irj/portal?NavigationTarget=navurl://40bb72f93281ac53d6331a2049348d38
LAD01,Escom Towers,ANGOLA,LAD,Luanda,,"Marechal Bros Tito Street, nº 35/37",13.241278,-8.813699,"http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=-8.813699, 13.241278&z=16&iwloc=A",
LNZ01,Langgasse 7,AUSTRIA,LNZ,Linz,4020,Langgasse 7,14.290572,48.298461,"http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=48.298461, 14.290572&z=16&iwloc=A",https://portal.wdf.sap.corp/irj/portal?NavigationTarget=navurl://b49ad7f8cfad8a6596d12ef0a0d1d457
VIE01,Lasallestrasse 7b,AUSTRIA,VIE,Vienna,1021,Lassallestrasse 7b,16.39769,48.222983,"http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=48.222983, 16.397690&z=16&iwloc=A",https://portal.wdf.sap.corp/irj/portal?NavigationTarget=navurl://e0ea94f6d92b21a835138533d02b803b
BAK01,90A Nizami Street,AZERBAIJAN,BAK,Baku,AZ1010,90A Nizami Street,49.8585,40.37839,"http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=40.378390, 49.858500&z=16&iwloc=A",https://go.sap.corp/pe9
BAH02,Almoayyed Tower,BAHRAIN,BAH,Manama,18269,"Road Number 2832, Seef 428 District",50.5418656,26.2359029,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=26.2359029 50.5418656&z=16&iwloc=A,https://go.sap.corp/BAH02
MSQ03,Nemiga Street 40,BELARUS,MSQ,Minsk,220004,Nemiga Street 40,27.543087,53.899428,"http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=53.899428, 27.543087&z=16&iwloc=A",https://go.sap.corp/ngo
BRU03,LEOPOLD III Building,BELGIUM,BRU,Brussels,1140,Avenue des Olympiades 2,4.406166,50.870417,"http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=50.870417, 4.406166&z=16&iwloc=A",https://portal.wdf.sap.corp/irj/portal?NavigationTarget=navurl://305a54179cbbac038ec411cf99ffd6a3
BRU23,European Quarter,BELGIUM,BRU,Brussels,1040,2-4 Schuman Roundabout,4.383468,50.842032,"http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=50.842032, 4.383468&z=16&iwloc=A",https://go.sap.corp/BRU23
SOF01,"Tzar Boris III, Blvd. 136 A",BULGARIA,SOF,Sofia,1618,"Tzar Boris III, Blvd, 136 A",23.266226,42.668993,"http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=42.668993, 23.266226&z=16&iwloc=A",https://go.sap.corp/SOF01
SOF02,WT-Building,BULGARIA,SOF,Sofia,1784,Tsarigradsko Shose Blvd No 111B,23.374575,42.665134,"http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=42.665134, 23.374575&z=16&iwloc=A",https://go.sap.corp/SOF02
SOF20,GBS_Temp,BULGARIA,SOF,Sofia,1619,3-5 Damianitza Str.,23.251006,42.666473,"http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=42.666473, 23.251006&z=16&iwloc=A",https://go.sap.corp/opq
ZAG02,Grand Centar,CROATIA,ZAG,Zagreb,10000,Hektoroviceva 2,15.995717,45.804381,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=45.804381 15.995717&z=16&iwloc=A,https://portal.wdf.sap.corp/irj/portal?NavigationTarget=navurl://b145130ee756f51814a1e360fb4fcaa8
NIC01,Athena Building,CYPRUS,NIC,Nicosia,2003,92 Ifigeneias Str.,33.370877,35.154715,"http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=35.154715, 33.370877&z=16&iwloc=A",https://portal.wdf.sap.corp/irj/portal?NavigationTarget=navurl://4ce52a1de03eed1df80c22c1542a839e
BRQ02,Spielberk Brno,CZECH REPUBLIC,BRQ,Brno,63900,Holandska 6/8,16.605803,49.181002,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=49.181002 16.605803&z=16&iwloc=A,https://portal.wdf.sap.corp/irj/portal?NavigationTarget=navurl://54b48e7918e57dc38a3b99be263d2968
PRA03,BBC BETA,CZECH REPUBLIC,PRA,Prague,14000,Vyskocilova 1481/4,14.456132,50.047602,"http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=50.047602, 14.456132&z=16&iwloc=A",https://go.sap.corp/PRA03Prague
PRA05,Metronom,CZECH REPUBLIC,PRA,Prague,15800,Bucharova 2817/11,14.350631,50.051336,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=50.051336 14.350631&z=16&iwloc=A,https://go.sap.corp/pgg
CPH01,Lautrupsgade 11,DENMARK,CPH,Copenhagen,2100,Lautrupsgade 11,12.589554,55.710684,"http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=55.710684, 12.589554&z=16&iwloc=A",https://portal.wdf.sap.corp/irj/portal?NavigationTarget=navurl://ab617b2c89e483706ee86c987ec771f4
CAI03,47th Office Building,EGYPT,CAI,Cairo,11835,North 90th Street,31.424591,30.02057,"http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=30.020570, 31.424591&z=16&iwloc=A",https://portal.wdf.sap.corp/irj/portal?NavigationTarget=navurl://817b6bfa6f4a9eb8ba4c32da72c9a89b
