buildingID,buildingName,country,locationID,locationName,postalCode,street,longitude,latitude,geoLink,portalLink
NKG01,Innovation Center,CHINA,NKG,Nanjing,210012,"186, Software Avenue",118.759547,31.975342,"http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=31.975342, 118.759547&z=16&iwloc=A",https://go.sap.corp/NKG01Nanjing
PVG01,Shanghai Pudong Software Park,CHINA,PVG,Shanghai,201203,1001 Chenhui Road,121.601815,31.201742,"http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=31.201742, 121.601815&z=16&iwloc=A",https://portal.wdf.sap.corp/irj/portal?NavigationTarget=navurl://f138f84540a906ec62cc5800c0d2dad7
PVG02,Shanghai Pudong Software Park,CHINA,PVG,Shanghai,201203,1001 Chenhui Road,121.601815,31.201742,"http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=31.201742, 121.601815&z=16&iwloc=A",https://go.sap.corp/PVG02Shanghai
PVG03,Shanghai Pudong Software Park,CHINA,PVG,Shanghai,201203,1001 Chenhui Road,121.601815,31.201742,"http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=31.201742, 121.601815&z=16&iwloc=A",https://go.sap.corp/PVG03Shanghai
PVG04,Shanghai Pudong Software Park Canteen,CHINA,PVG,Shanghai,201203,1001 Chenhui Road,121.601815,31.201742,"http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=31.201742, 121.601815&z=16&iwloc=A",https://portal.wdf.sap.corp/irj/portal?NavigationTarget=navurl://7f1b9ee5b298bb3d2ba0beec9c16d55c
PVG05,1000 Chenhui Road - Training Center,CHINA,PVG,Shanghai,201203,1001 Chenhui Road,121.601815,31.201742,"http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=31.201742, 121.601815&z=16&iwloc=A",https://portal.wdf.sap.corp/irj/portal?NavigationTarget=navurl://be1059afa17c2b97d88c7948443a82a2
PVG06,"Liangxiu, Building W2",CHINA,PVG,Shanghai,201203,1000 Chenhui Road,121.601736,31.20001,"http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=31.200010, 121.601736&z=16&iwloc=A",https://portal.wdf.sap.corp/irj/portal?NavigationTarget=navurl://a533e5cb3fac1f626523a496e7a51342
PVG07,1000 Chenhui Road -Building 3,CHINA,PVG,Shanghai,201203,1000 Chenhui Road,121.601736,31.20001,"http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=31.200010, 121.601736&z=16&iwloc=A",https://go.sap.corp/PVG07Shanghai
PVG10,Wheelock Square,CHINA,PVG,Shanghai,200040,1717 Nanjing Road West,121.445137,31.221711,"http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=31.221711, 121.445137&z=16&iwloc=A",https://portal.wdf.sap.corp/irj/portal?NavigationTarget=navurl://83b9d60f6f8bb6779b6b5e77dd18c773
PVG11,"No. 112, Liangxiu Rd.-Datacentre",CHINA,PVG,Shanghai,201203,"No. 112, Liangxiu Rd.",121.602988,31.198888,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=31.198888 121.602988&z=16&iwloc=A,
PVG12,No. 2889 Jin Ke Road (Chamtime),CHINA,PVG,Shanghai,201203,No.2889 Jin Ke Road,121.603094,31.206838,"http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=31.206838, 121.603094&z=16&iwloc=A",https://go.sap.corp/PVG12
SZX01,"Kerry Plaza, Futian CBD",CHINA,SZX,Shenzhen,518048,1 Zhong Xin Si Road,114.057207,22.535246,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=22.535246 114.057207&z=16&iwloc=A,https://go.sap.corp/SZX01Shenzen
WUH01,Yuexiu fortune center,CHINA,WUH,Wuhan,430030,No. 1 ZhongShan Avenue,114.256916,30.575397,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=30.575397 114.256916&z=16&iwloc=A,
WUH21,Wuhan Bosswill center,CHINA,WUH,Wuhan,430014,"16/F, No.1268 Jinghan Avenue",114.297686,30.596075,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=30.596075 114.297686&z=16&iwloc=A,
XIY02,"Building D, Xi'an Software Park",CHINA,XIY,Xian,710075,"No. 11 JinYeYi Road, Room D 201",108.877963,34.192009,"http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=34.192009, 108.877963&z=16&iwloc=A",https://go.sap.corp/nx0
XIY20,CaptialMall office,CHINA,XIY,Xian,710065,"No.64 south 2nd Ring Road,",108.9315889,34.23031316,"http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=34.2303131600, 108.9315888800&z=16&iwloc=A",https://go.sap.corp/XIY20
AMD20,GCP Business Centre,INDIA,AMD,Ahmedabad,380014,"Vijay Cross Road, Memnagar",72.551601,23.044854,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=23.044854 72.551601&z=16&iwloc=A,
BLR01,SAP Labs Campus 1,INDIA,BLR,Bangalore,560066,"No. 138, Export Promotion Industri",77.715544,12.979258,"http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=12.979258, 77.715544&z=16&iwloc=A",https://portal.wdf.sap.corp/irj/portal?NavigationTarget=navurl://3754d565fac32d9ec3f2a2402e4e01c4
BLR02,SAP Labs Reception,INDIA,BLR,Bangalore,560066,"No. 138, Export Promotion Industri",77.714873,12.978796,"http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=12.978796, 77.714873&z=16&iwloc=A",https://portal.wdf.sap.corp/irj/portal?NavigationTarget=navurl://f26b4990e000f14904a6f5d06e493e99
BLR03,"RMZ 1B, 2B, 2C, 2A",INDIA,BLR,Bangalore,560066,Sonnenahalli Village Mahadevap,77.714148,12.979163,"http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=12.979163, 77.714148&z=16&iwloc=A",https://portal.wdf.sap.corp/irj/portal?NavigationTarget=navurl://612c66da4e972f6e119d8197099805df
BLR04,SAP Labs Campus 3,INDIA,BLR,Bangalore,560066,"138, Export Promotion Industri",77.715503,12.980046,"http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=12.980046, 77.715503&z=16&iwloc=A",https://portal.wdf.sap.corp/irj/portal?NavigationTarget=navurl://f035651e824b409c057760340f9206f5
BLR05,Phase 04 (Office Building),INDIA,BLR,Bangalore,560066,"138, Export Promotion Industrial Park",77.715503,12.980046,"http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=12.980046, 77.715503&z=16&iwloc=A",https://go.sap.corp/BLR05
BLR06,Phase 04 (MLCP),INDIA,BLR,Bangalore,560066,"138, Export Promotion Industrial Park",77.715503,12.980046,"http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=12.980046, 77.715503&z=16&iwloc=A",https://go.sap.corp/BLR06
BLR08,Child Care Centre,INDIA,BLR,Bangalore,560066,Plot No. 138 - EPIP Industrial Area,77.717408,12.980749,"http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=12.980749, 77.717408&z=16&iwloc=A",https://portal.wdf.sap.corp/irj/portal?NavigationTarget=navurl://c1847d9f6aaaa4d620f843f26d88bf26
BLR09,SJR park,INDIA,BLR,Bangalore,560066,"Plot 13, 15&15 EPIP area, Whitefield",77.726049,12.981019,"http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=12.981019, 77.726049&z=16&iwloc=A",https://portal.wdf.sap.corp/irj/portal?NavigationTarget=navurl://ecf1c34c1ea733ffa2b588e9a6dab605
BLR10,RMZ Ecoworld,INDIA,BLR,Bangalore,560103,Outer Ring Road,77.684636,12.919677,"http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=12.919677, 77.684636&z=16&iwloc=A",https://go.sap.corp/jsh
BLR11,KIADB Land Devanahalli Airport (Land),INDIA,BLR,Bangalore,,of Hitech Defence & Aerospace Park (IT S,77.7125,13.162583,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=13.162583 77.712500&z=16&iwloc=A,
BLR25,Salarpuria Softzone,INDIA,BLR,Bangalore,560103,"Sarjapur Outer Ring Road, Vart",77.670098,12.919659,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=12.919659 77.670098&z=16&iwloc=A,https://portal.wdf.sap.corp/irj/portal?NavigationTarget=navurl://bea23497065a5e7c693ef1fdbe95473f
BLR85,Bagmane Tech Park (Concur),INDIA,BLR,Bangalore,560093,Bagmane Tech Park,77.66498,12.97819,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=12.97819 77.66498&z=16&iwloc=A,
BLR86,Bagmane Laurel (Concur),INDIA,BLR,Bangalore,560093,Bagmane Tech Park,77.66488,12.97819,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=12.97819 77.66488&z=16&iwloc=A,
BLR87,Bagmane Lake View (Concur),INDIA,BLR,Bangalore,560093,Ramon Nagar,77.660719,12.978348,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=12.978348 77.660719&z=16&iwloc=A,
CHN02,Kimberly Towers,INDIA,CHN,Chennai,600040,"Y222, Second Avenue, Anna Nagar",80.210967,13.084871,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=13.084871 80.210967&z=16&iwloc=A,https://portal.wdf.sap.corp/irj/portal?NavigationTarget=navurl://dc854ffff44f060b54a821b86d64ee7c
DED01,"Plot No. 50,  Mohbewala Industrial",INDIA,DED,Dehradun,248001,Saharanpur Road,77.985711,30.269073,"http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=30.269073, 77.985711&z=16&iwloc=A",https://portal.wdf.sap.corp/irj/portal?NavigationTarget=navurl://ba72a444e4388cc3defd701e2cdb50c1
DEL02,MGF Corporate Park,INDIA,DEL,Delhi,110017,"Plot No A-2, MGF Metropolitan Mall",77.219961,28.529969,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=28.529969 77.219961&z=16&iwloc=A,https://portal.wdf.sap.corp/irj/portal?NavigationTarget=navurl://c994a4d19b9722f7b01319a4098a2d3d
GUR01,Vatika Towers,INDIA,GUR,Gurgaon,122002," Sector - 54, Golf Course Sect",77.104987,28.438388,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=28.438388 77.104987&z=16&iwloc=A,https://portal.wdf.sap.corp/irj/portal?NavigationTarget=navurl://bd877dc9a58df74ba170dc5306a3fb61
HYD80,"Builidng No 12 B, MindSpace (CallidusCloud)",INDIA,HYD,Hyderabad,500081,Madapur,78.385412,17.437398,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=17.437398 78.385412&z=16&iwloc=A,
KOL01,Metro Plaza,INDIA,KOL,Kolkata,700071,Ho-Chi-Minh Sarani,88.348863,22.546927,"http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=22.546927, 88.348863&z=16&iwloc=A",https://portal.wdf.sap.corp/irj/portal?NavigationTarget=navurl://bda70d6c262c9f626333f6a7fb0f2b06
MUM02,Platinia Building,INDIA,MUM,Mumbai,400051,"C-59, BKS, Bandra East",72.868411,19.068437,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=19.068437 72.868411&z=16&iwloc=A,https://portal.wdf.sap.corp/irj/portal?NavigationTarget=navurl://cdf90138982775acc045279f283b5578
MUM50,Platina Bldg. G Block (Sybase),INDIA,MUM,Mumbai,400051,"Plot No.  C-59, Bandra (East)",72.868411,19.068437,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=19.068437 72.868411&z=16&iwloc=A,https://go.sap.corp/MUM50Mumbai
PUN50,"Phases I, Cybercity Tower 1 (Sybase)",INDIA,PUN,Pune,411028,"Wing A Level 3, Magarpatta City",73.928461,18.514284,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=18.514284 73.928461&z=16&iwloc=A,https://portal.wdf.sap.corp/irj/portal?NavigationTarget=navurl://a11d8321f3227ff6b727052d34488529
JKT02,World Trade Center II,INDONESIA,JKT,Jakarta,12920,Jl. Jend. Sudirman kav. 29-31,106.821467,-6.215453,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=-6.215453 106.821467&z=16&iwloc=A,https://go.sap.corp/JKT02
FKS01,Smart Cith AiCT,JAPAN,FKS,Fukushima,965-0872,"1-77, Higashisakaemachi, Wakamatsu-shi",139.930306,37.492139,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=37.492139 139.930306&z=16&iwloc=A,
FUK02,ACROSS CUBE Hakataekimae,JAPAN,FUK,Fukuoka,812-0011,"3-4-25 Hakataekimae, Hakata-ku",130.8705555,34.1511111,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=34.1511111 130.87055555&z=16&iwloc=A,
NGO01,Sakuradori Toyota Building,JAPAN,NGO,Nagoya,450-0002,"4-5-28 Meieki, Nakamura-ku",136.8867944,35.1712388,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=35.171265 136.886687&z=16&iwloc=A,https://portal.wdf.sap.corp/irj/portal?NavigationTarget=navurl://d5b71e5db4068a064f9a5632652eb421
NGO85,4-24-16 Meieki (Concur),JAPAN,NGO,Nagoya,450-0002,4-24-16 Meieki Nakamura-Ku,136.887391,35.168489,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=35.168489 136.887391&z=16&iwloc=A,
OIT85,Open Office Oita (Concur),JAPAN,OIT,Oita,870-0021,"4F Oita Kowa Bldg., 3-4-20",133.3180556,33.7841667,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=33.7841667 133.3180555555&z=16&iwloc=A,
OSA01,Umeda Daibiru,JAPAN,OSA,Osaka,530-0001,"3-3-10, Umeda Kita-ku, Osaka-city",135.498226,34.698819,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=34.698819 135.498226&z=16&iwloc=A,https://portal.wdf.sap.corp/irj/portal?NavigationTarget=navurl://8aa86961dfbeb3a0f109005c671c731e
OSA86,Shin-Daibiru (Concur),JAPAN,OSA,Osaka,530-0004,"1-2-1, Doshimahama, Kita-ku",135.499319,34.69594,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=34.695940 135.499319&z=16&iwloc=A,
TYO05,SAP Japan Building,JAPAN,TYO,Tokyo,102-8022,"1-6-4 Kojimachi, Chiyoda-Ku",139.741961,35.684505,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=35.684505 139.741961&z=16&iwloc=A,https://portal.wdf.sap.corp/irj/portal?NavigationTarget=navurl://c2b59fea065cfdcfc80cd40b50702b80
TYO06,Otemachi Building,JAPAN,TYO,Tokyo,100-0004,1-6-1 Otemachi Chiyoda-ku,139.765459,35.687183,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=35.687183 139.765459&z=16&iwloc=A,
TYO45,1 Chome Marunouchi Chiyoda (Qualtrics),JAPAN,TYO,Tokyo,100-8086,1 Chome Marunouchi Chiyoda,139.766878,35.684285,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=35.684285 139.766878&z=16&iwloc=A,
TYO86,GINZA 6 (Concur),JAPAN,TYO,Tokyo,104-0061,"6-10-1 Ginza, Chuo-ku",139.7641258,35.6694726,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=35.6694726 139.7641258&z=16&iwloc=A,
SEL01,MMAA Building,KOREA,SEL,Seoul,6292,"2806, Nambusunhwan-ro, Gangnam-gu",127.052947,37.48906,"http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=37.489060, 127.052947&z=16&iwloc=A",https://portal.wdf.sap.corp/irj/portal?NavigationTarget=navurl://1ae268a2cd16cca6ea400150705301d7
SEL03,R&D Center,KOREA,SEL,Seoul,6578,"235 Banpo daero, Seocho-gu",127.003337,37.500755,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=37.500755 127.003337&z=16&iwloc=A,https://portal.wdf.sap.corp/irj/portal?NavigationTarget=navurl://2f7fe09f54cd4ee322d094a77d129550
SEL04,AppHaus,KOREA,SEL,Seoul,13488,"5F, 3dong, 289gil Pangyo-ro, Bundang-gu",127.101639,37.406778,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=37.406778 127.101639&z=16&iwloc=A,https://go.sap.corp/owv
KUL03,GTower,MALAYSIA,KUL,Kuala Lumpur,50400,199 Jalan Tun Razak,101.719757,3.15898,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=3.158980 101.719757&z=16&iwloc=A,https://portal.wdf.sap.corp/irj/portal?NavigationTarget=navurl://5b41ff890a7dccfa6078ea79d8142456
RGN20,Myanmar Center Business Suites,MYANMAR,RGN,Yangon,11201,"Office Suite 1107, No 192 Kaba Aye Pagod",96.154057,16.825238,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=16.825238 96.154057&z=16&iwloc=A,https://go.sap.corp/RGN20
AKL02,151 Queen Street,NEW ZEALAND,AKL,Auckland,1010,151 Queen Street,174.765626,-36.847045,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=-36.847045 174.765626&z=16&iwloc=A,https://portal.wdf.sap.corp/irj/portal?NavigationTarget=navurl://6c2c6087203fe473945b3adf8eb4e125
WLG03,1 Willis Street,NEW ZEALAND,WLG,Wellington,6011,"1 Willis Street, Level 18",174.776441,-41.286917,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=-41.286917 174.776441&z=16&iwloc=A,https://go.sap.corp/WLG03
MNL02,NAC Tower,PHILIPPINES,MNL,Manila,1632,"32nd Street, Level 27",121.051459,14.552957,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=14.552957 121.051459&z=16&iwloc=A,https://go.sap.corp/nx1
MNL03,Robinsons Cyberscape Beta,PHILIPPINES,MNL,Manila,1600,Topaz Road & Ruby Road,121.060756,14.587874,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=14.587874 121.060756&z=16&iwloc=A,https://go.sap.corp/nx2
MNL04,Cyberscape Gamma,PHILIPPINES,MNL,Manila,1605,Topaz and Ruby Roads,121.060659,14.587563,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=14.587563 121.060659,https://go.sap.corp/MNL04
MNL85,Alphaland Southgate Tower (Concur),PHILIPPINES,MNL,Manila,1231,Alphaland Southgate Tower,121.0195,14.54124,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=14.54124 121.01950&z=16&iwloc=A,https://go.sap.corp/MNL85
SIN05,Mapletree Business City,SINGAPORE,SIN,Singapore,117440,30 Pasir Panjang Road # 03-32,103.79792,1.275041,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=1.275041 103.797920&z=16&iwloc=A,https://portal.wdf.sap.corp/irj/portal?NavigationTarget=navurl://12cde4b7c4d51d77a2219f02f20d4b8d
SIN45,"Regus, Asia Square Tower 1 (Qualtrics)",SINGAPORE,SIN,Singapore,18960,8 Marina View No. 07-04,103.851324,1.279179,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=1.279179 103.851324&z=16&iwloc=A,
SIN50,Eng.Alexandra Technopark (Sybase),SINGAPORE,SIN,Singapore,119968,438 B Alexandra Road,103.799473,1.277472,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=1.277472 103.799473&z=16&iwloc=A,https://portal.wdf.sap.corp/irj/portal?NavigationTarget=navurl://e6c75f65e80f1434f4eff865382b70fc
TPE02,Hua Nan HQ Trade Building,TAIWAN,TPE,Taipei,11073,"No. 123, Songren Rd, Xinyi Distr.",121.569189,25.034424,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=25.034424 121.569189&z=16&iwloc=A,https://go.sap.corp/nx3
BKK01,Liberty Square Building,THAILAND,BKK,Bangkok,10500,"287 Silom Road, Liberty Square",100.533027,13.72772,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=13.72772 100.533027&z=16&iwloc=A,https://portal.wdf.sap.corp/irj/portal?NavigationTarget=navurl://52bc3db1b667d99d63126fcc6a8eb219
HAO02,Capital Tower,VIETNAM,HAO,Hanoi,10000,109 Tran Hung Dao Str.,105.842007,21.023511,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=21.023511 105.842007&z=16&iwloc=A,https://portal.wdf.sap.corp/irj/portal?NavigationTarget=navurl://8ed72b542ab1b27f7a0bc6620f17a6ae
HAO20,Spaces Belvedere,VIETNAM,HAO,Hanoi,100000,28A Tran Hung Dao Street,105.85516,21.02019,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=21.020190 105.855160&z=16&iwloc=A,
SGN04,Viettel Tower,VIETNAM,SGN,Ho Chi Minh City,70000,285 Cach Mang Thang Tam Street,106.680143,10.778459,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=10.778459 106.680143&z=16&iwloc=A,https://go.sap.corp/u1w
SGN20,Vietcombank Tower,VIETNAM,SGN,Ho Chi Minh City,,No 5 Me Linh Square,106.705578,10.775984,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=10.775984 106.705578&z=16&iwloc=A,
BUE04,Panamerica Olivos District,ARGENTINA,BUE,Buenos Aires,B1605DII,"Munro, Sargento Cabral St. 3770",-58.525522,-34.515592,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=-34.515592 -58.525522&z=16&iwloc=A,https://portal.wdf.sap.corp/irj/portal?NavigationTarget=navurl://4075ce25294fe7495cb46b845cb41595
BUE05,Laminar,ARGENTINA,BUE,Buenos Aires,C1001AFB,El piso Veinte 20 del edificio,-58.3707423,-34.59679,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=-34.5967953 -58.3707423&z=16&iwloc=A,https://go.sap.corp/BUE05
BUE06,Panamerican Building,ARGENTINA,BUE,Buenos Aires,B1605DII,"Sargento Cabral St. 3770, Munro",-58.52557,-34.515104,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=-34.515104 -58.525570&z=16&iwloc=A,
BSB01,Edificio Cento Empresarial Varig,BRAZIL,BSB,Brasilia,70714-900,"SCN, Quadra 04, Bloco B, numero 100",-47.887175,-15.786525,"http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=-15.786525, -47.887175&z=16&iwloc=A",
RIO01,Av. Rio Branco n 138 - 8 andar,BRAZIL,RIO,Rio de Janeiro,20040-002,Av. Rio Branco n 138 - 8 andar,-43.177655,-22.90571,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=-22.905710 -43.177655&z=16&iwloc=A,https://portal.wdf.sap.corp/irj/portal?NavigationTarget=navurl://f85cbd8df4738bb1adb4913f413c9e89
RIO70,Rua Candelária (Ariba),BRAZIL,RIO,Rio de Janeiro,20091-906,Rua Candelária 65-15°andar-Centro,-43.177849,-22.899742,"https://www.google.com.br/maps/place/R.+Candel%C3%A1ria,+65+-+Centro,+Rio+de+Janeiro+-+RJ,+20091-020/@-22.899742,-43.177",https://go.sap.corp/RIO70
SAO02,Marble Tower,BRAZIL,SAO,Sao Paulo,04794-000,Av das Nacoes Unidas 14171,-46.700376,-23.622742,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=-23.622742 -46.700376&z=16&iwloc=A,https://portal.wdf.sap.corp/irj/portal?NavigationTarget=navurl://f0e2e21b5ca6a7c45fe716967905d930
SLE01,SAP Labs Latin America Building 1,BRAZIL,SLE,Sao Leopoldo,93022-718,Avenida SAP 188,-51.148405,-29.796534,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=-29.796534 -51.148405&z=16&iwloc=A,https://portal.wdf.sap.corp/irj/portal?NavigationTarget=navurl://afa48e6c9d6097a6455e85b295d6ad0e
SLE02,SAP Labs Latin America Building 2,BRAZIL,SLE,Sao Leopoldo,93020-080,3101 Av. Teodomiro Porto da Fonseca,-51.14919,-29.7954,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=-29.79540 -51.14919&z=16&iwloc=A,
SLE20,SAP Labs Latin America Building 3,BRAZIL,SLE,Sao Leopoldo,93020-080,3101 Av Theodomiro Porto da Fonseca,-51.149331,-29.795104,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=-29.795104 -51.149331&z=16&iwloc=A,
CAL03,Millennium Tower,CANADA,CAL,Calgary,T2P5E9,"440 2nd Avenue SW, Suite No. 510",-114.0710827,51.0520649,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=51.0520649 -114.0710827&z=16&iwloc=A,https://go.sap.corp/CAL03
MON02,111 rue Duke St (former Robert-Bourassa Boulevard),CANADA,MON,Montreal,H3C 2M1,111 Robert-Bourassa Boulevard,-73.556336,45.496778,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=45.496778 -73.556336&z=16&iwloc=A,https://portal.wdf.sap.corp/irj/portal?NavigationTarget=navurl://82e05d5839c48f6a546ac68f54bc5c9d
MON75,999 de Maisonneuve Blvd. (Hybris),CANADA,MON,Montreal,H3A3L4,999 de Maisonneuve Blvd. West,-73.574231,45.501961,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=45.501961 -73.574231&z=16&iwloc=A,https://go.sap.corp/Montreal75
OTT02,360 Albert Street,CANADA,OTT,Ottawa,K1R7X7,360 Albert Street,-75.703812,45.418012,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=45.418012 -75.703812&z=16&iwloc=A,https://portal.wdf.sap.corp/irj/portal?NavigationTarget=navurl://5628c9029b16d1abe8c6ae02b1574f25
TOR05,222 Bay Street,CANADA,TOR,Toronto,M5K 1B7,"222 Bay Street, P.O. Box 41",-79.3802294,43.6476643,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=43.6476643 -79.3802294&z=16&iwloc=A,https://go.sap.corp/TOR05
VAN03,910 Mainland Street,CANADA,VAN,Vancouver,V6B 1A9,910 Mainland Street,-123.117691,49.276935,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=49.276935 -123.117691&z=16&iwloc=A,https://portal.wdf.sap.corp/irj/portal?NavigationTarget=navurl://19fb665b22aa14c907ed25995fdb6a9c
WTO01,445 Wes Graham Way (Sybase),CANADA,WTO,Waterloo,N2L6R2,445 Wes Graham Way,-80.550943,43.480208,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=43.480208 -80.550943&z=16&iwloc=A,https://go.sap.corp/nwb
SCL03,Nueva Apoquindo,CHILE,SCL,Santiago,7560968,4777 Los Militares Av.,-70.579995,-33.411334,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=-33.411334 -70.579995&z=16&iwloc=A,https://go.sap.corp/SCL03
SCL71,Rosario Norte (Ariba),CHILE,SCL,Santiago,7550000,Rosario Norte 100,-70.5718112,-33.4076367,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=-33.4076367 -70.5718112&z=16&iwloc=A,
BOG03,Tierra Firme,COLOMBIA,BOG,Bogota,110-111,Avenida Carrera 9 No. 115-06 y,-74.03455,4.693179,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=4.693179 -74.034550&z=16&iwloc=A,https://go.sap.corp/BOG03
MDE02,Edificio Buró 4.0,COLOMBIA,MDE,Medellin,50022,Carrera 43B # 1A Sur -70,-75.5730381,6.2015977,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=6.2015977 -75.5730381&z=16&iwloc=A,https://go.sap.corp/yo8
SJO02,Plaza Tempo,COSTA RICA,SJO,San Jose,,Costado Oeste del Hospital CIMA,-84.14525991,9.940271945,http://maps.google.de/maps?f=q&source=s_q&hl=de&geocode=&q=9.940271945 -84.145259907&z=16&iwloc=A,https://go.sap.corp/m7q
